Job Title,Base Pay,Overtime Pay,Other Pay,Benefits,Total Pay,Pension Debt,Total Pay & Benefits
Chief Surveyor,5977.1,0.0,0.0,0.0,5977.1,0.0,5977.1
Emt/Paramedic/Firefighter,4278.4,0.0,567.15,940.96,4845.55,185.98,5972.49
Diagnostic Imaging Assistant,0.0,0.0,5970.67,0.0,5970.67,0.0,5970.67
Nurses Staffing Assistant,4066.5,271.1,0.0,1628.81,4337.6,0.0,5966.41
Stdntdsgn Train2/Arch/Eng/Plng,5937.2,0.0,0.0,0.0,5937.2,0.0,5937.2
Public Service Trainee,5935.0,0.0,0.0,0.0,5935.0,0.0,5935.0
Parking Control Officer,4976.0,0.0,70.35,885.1,5046.35,0.0,5931.45
Parking Control Officer,4976.0,0.0,70.35,885.1,5046.35,0.0,5931.45
Public Service Trainee,4212.0,0.0,0.0,1717.32,4212.0,0.0,5929.32
Public Svc Aide-Public Works,5928.19,0.0,0.0,0.0,5928.19,0.0,5928.19
Administrative Analyst,4548.0,0.0,0.0,1374.09,4548.0,0.0,5922.09
Public Svc Aide-Public Works,5771.25,0.0,148.84,0.0,5920.09,0.0,5920.09
Communications Dispatcher 2,5918.07,0.0,0.0,0.0,5918.07,0.0,5918.07
Junior Administrative Analyst,4162.5,0.0,0.0,1748.76,4162.5,0.0,5911.26
Firefighter,4233.41,0.0,548.54,934.4,4781.95,184.68,5901.03
Public Service Trainee,5639.63,60.75,198.45,0.0,5898.83,0.0,5898.83
Camp Assistant,5897.36,0.0,0.0,0.0,5897.36,0.0,5897.36
Chemist,2149.01,0.0,3034.93,709.53,5183.94,0.0,5893.47
Accountant Iv,5009.0,0.0,881.58,0.0,5890.58,0.0,5890.58
Watershed Worker (Seasonal),5880.0,0.0,0.0,0.0,5880.0,0.0,5880.0
Behavioral Health Clinician,0.0,0.0,3674.65,2187.63,3674.65,0.0,5862.28
Recreation Leader,5859.46,0.0,0.0,0.0,5859.46,0.0,5859.46
Is Business Analyst-Assistant,5111.25,0.0,0.0,747.77,5111.25,0.0,5859.02
Ps Aide To Prof,2382.72,0.0,2981.67,491.32,5364.39,0.0,5855.71
Public Service Aide-Admin,5145.14,0.0,700.97,0.0,5846.11,0.0,5846.11
Public Service Trainee,5844.28,0.0,0.0,0.0,5844.28,0.0,5844.28
Firefighter,3926.05,0.0,845.94,889.65,4771.99,175.84,5837.48
Firefighter,3896.45,0.0,841.73,917.72,4738.18,181.38,5837.28
"Lieutenant, Fire Suppression",4066.1,0.0,635.82,947.17,4701.92,187.21,5836.3
Camp Assistant,5814.33,0.0,9.37,0.0,5823.7,0.0,5823.7
Camp Assistant,5809.24,0.0,3.05,0.0,5812.29,0.0,5812.29
Camp Assistant,5807.38,0.0,0.0,0.0,5807.38,0.0,5807.38
Special Nurse,3575.7,1996.43,230.93,0.0,5803.06,0.0,5803.06
Administrative Analyst,5802.82,0.0,0.0,0.0,5802.82,0.0,5802.82
Firefighter,3891.81,0.0,850.26,885.39,4742.07,174.99,5802.45
Camp Assistant,5633.27,0.0,157.58,0.0,5790.85,0.0,5790.85
Police Officer 3,5779.2,0.0,0.0,0.0,5779.2,0.0,5779.2
Recreation Facility Assistant,5746.56,0.0,32.4,0.0,5778.96,0.0,5778.96
Clerk,4512.3,0.0,1242.46,0.0,5754.76,0.0,5754.76
School Crossing Guard,5699.83,0.0,41.13,0.0,5740.96,0.0,5740.96
Sergeant 2,3350.93,0.0,1413.84,972.77,4764.77,0.0,5737.54
Camp Assistant,5709.2,0.0,26.23,0.0,5735.43,0.0,5735.43
Recreation Leader,5622.54,0.0,111.3,0.0,5733.84,0.0,5733.84
Firefighter,3926.02,0.0,736.37,877.52,4662.39,173.44,5713.35
Transit Operator,4856.0,0.0,0.0,855.63,4856.0,0.0,5711.63
Camp Assistant,5710.49,0.0,0.0,0.0,5710.49,0.0,5710.49
Camp Assistant,5549.26,0.0,158.48,0.0,5707.74,0.0,5707.74
Public Svc Aide-Public Works,5502.5,0.0,191.82,0.0,5694.32,0.0,5694.32
Transit Operator,4494.59,0.0,257.06,936.79,4751.65,0.0,5688.44
Emt Paramedic,5619.92,0.0,58.14,0.0,5678.06,0.0,5678.06
Public Service Trainee,5472.15,0.0,197.58,0.0,5669.73,0.0,5669.73
Public Svc Aide-Public Works,4569.0,0.0,131.35,969.21,4700.35,0.0,5669.56
Library Page,0.0,0.0,5668.6,0.0,5668.6,0.0,5668.6
Airfield Safety Officer,4289.0,0.0,38.6,1339.51,4327.6,0.0,5667.11
Public Svc Aide-Public Works,3969.0,0.0,139.73,1555.95,4108.73,0.0,5664.68
Camp Assistant,5496.21,0.0,163.82,0.0,5660.03,0.0,5660.03
Recreation Leader,5433.9,0.0,219.3,0.0,5653.2,0.0,5653.2
Recreation Leader,5644.09,0.0,0.0,0.0,5644.09,0.0,5644.09
Public Svc Aide-Public Works,5435.2,0.0,205.6,0.0,5640.8,0.0,5640.8
Firefighter,3898.62,0.0,632.09,924.63,4530.71,182.75,5638.09
Testing Technician,5637.7,0.0,0.0,0.0,5637.7,0.0,5637.7
Camp Assistant,5633.26,0.0,0.0,0.0,5633.26,0.0,5633.26
Pr Administrative Analyst,4400.2,0.0,0.0,1225.2,4400.2,0.0,5625.4
Public Service Trainee,5623.61,0.0,0.0,0.0,5623.61,0.0,5623.61
Special Nurse,4638.75,0.0,979.62,0.0,5618.37,0.0,5618.37
Public Svc Aide-Public Works,5414.1,0.0,203.03,0.0,5617.13,0.0,5617.13
Permit Technician I,0.0,0.0,353.38,5254.8,353.38,0.0,5608.18
Public Service Trainee,3929.83,0.0,0.0,1674.64,3929.83,0.0,5604.47
Manager V,5602.43,0.0,0.0,0.0,5602.43,0.0,5602.43
Camp Assistant,5549.99,0.0,46.31,0.0,5596.3,0.0,5596.3
Public Svc Aide-Public Works,5563.69,0.0,0.0,0.0,5563.69,0.0,5563.69
Custodian,4307.0,0.0,419.93,832.88,4726.93,0.0,5559.81
Camp Assistant,5558.8,0.0,0.0,0.0,5558.8,0.0,5558.8
Camp Assistant,5548.78,0.0,0.0,0.0,5548.78,0.0,5548.78
Public Svc Aide-Public Works,5548.5,0.0,0.0,0.0,5548.5,0.0,5548.5
"Stdntdsgntrain1, Arch/Eng/Plng",4725.09,0.0,822.23,0.0,5547.32,0.0,5547.32
Camp Assistant,5546.38,0.0,0.0,0.0,5546.38,0.0,5546.38
Communications Dispatcher 2,5523.65,0.0,22.68,0.0,5546.33,0.0,5546.33
Nurses Staffing Assistant,3873.0,0.0,0.0,1673.19,3873.0,0.0,5546.19
Porter,5334.0,0.0,209.36,0.0,5543.36,0.0,5543.36
Public Service Trainee,5541.25,0.0,0.0,0.0,5541.25,0.0,5541.25
Public Service Trainee,5536.24,0.0,0.0,0.0,5536.24,0.0,5536.24
Firefighter,3868.33,0.0,594.74,894.89,4463.07,176.87,5534.83
Watershed Worker (Seasonal),5534.0,0.0,0.0,0.0,5534.0,0.0,5534.0
Camp Assistant,5422.87,107.09,1.56,0.0,5531.52,0.0,5531.52
Public Service Trainee,5472.01,0.0,56.24,0.0,5528.25,0.0,5528.25
School Crossing Guard,5522.16,0.0,0.0,0.0,5522.16,0.0,5522.16
Camp Assistant,5511.87,0.0,0.0,0.0,5511.87,0.0,5511.87
Apprentice Gardener,1010.82,0.0,4047.98,447.69,5058.8,0.0,5506.49
Camp Assistant,5506.45,0.0,0.0,0.0,5506.45,0.0,5506.45
Behavioral Health Clinician,4186.0,0.0,0.0,1317.29,4186.0,0.0,5503.29
Camp Assistant,5479.32,0.0,21.47,0.0,5500.79,0.0,5500.79
Recreation Facility Assistant,5498.98,0.0,0.0,0.0,5498.98,0.0,5498.98
Health Care Analyst,4196.0,0.0,0.0,1294.75,4196.0,0.0,5490.75
Publ Svc Aide-Asst To Prof,5482.8,0.0,0.0,0.0,5482.8,0.0,5482.8
Camp Assistant,5470.75,0.0,7.62,0.0,5478.37,0.0,5478.37
Physician Specialist,4699.8,0.0,53.15,722.45,4752.95,0.0,5475.4
Recreation Leader,5469.82,0.0,0.0,0.0,5469.82,0.0,5469.82
Recreation Leader,5454.17,0.0,0.0,0.0,5454.17,0.0,5454.17
Public Svc Aide-Public Works,5265.0,0.0,186.3,0.0,5451.3,0.0,5451.3
Recreation Leader,5366.79,0.0,79.3,0.0,5446.09,0.0,5446.09
Camp Assistant,5252.58,0.0,190.71,0.0,5443.29,0.0,5443.29
Speech Pathologist,5441.98,0.0,0.0,0.0,5441.98,0.0,5441.98
Firefighter,3330.79,0.0,1041.25,891.82,4372.04,176.27,5440.13
Public Svc Aide-Public Works,4050.0,1228.56,151.88,0.0,5430.44,0.0,5430.44
Certified Nursing Assistant,4542.44,0.0,51.01,836.46,4593.45,0.0,5429.91
Camp Assistant,5429.56,0.0,0.0,0.0,5429.56,0.0,5429.56
Camp Assistant,5425.03,0.0,0.0,0.0,5425.03,0.0,5425.03
Camp Assistant,5421.7,0.0,0.0,0.0,5421.7,0.0,5421.7
Public Service Trainee,5315.64,0.0,100.5,0.0,5416.14,0.0,5416.14
Public Svc Aide-Public Works,5216.2,0.0,195.61,0.0,5411.81,0.0,5411.81
Recreation Leader,5399.58,0.0,2.85,0.0,5402.43,0.0,5402.43
"Bdcomm Mbr, Grp3 M=$50/Mtg",600.0,0.0,0.0,4800.24,600.0,0.0,5400.24
Ps Aide To Prof,5399.78,0.0,0.0,0.0,5399.78,0.0,5399.78
Custodian,5019.43,0.0,377.36,0.0,5396.79,0.0,5396.79
Recreation Leader,5390.96,0.0,0.0,0.0,5390.96,0.0,5390.96
Public Service Trainee,3784.54,0.0,0.0,1605.86,3784.54,0.0,5390.4
Animal Control Asst Supv,5383.09,0.0,0.0,0.0,5383.09,0.0,5383.09
Certified Nursing Assistant,2676.5,0.0,2119.97,578.36,4796.47,0.0,5374.83
Clerk,5193.4,0.0,180.0,0.0,5373.4,0.0,5373.4
Transit Operator,0.0,0.0,799.16,4561.72,799.16,0.0,5360.88
Camp Assistant,5330.69,0.0,29.66,0.0,5360.35,0.0,5360.35
Public Svc Aide-Public Works,5358.92,0.0,0.0,0.0,5358.92,0.0,5358.92
Behavioral Health Clinician,3989.0,0.0,60.0,1295.8,4049.0,0.0,5344.8
Transit Operator,4222.15,0.0,250.0,870.61,4472.15,0.0,5342.76
Public Service Trainee,5340.33,0.0,0.0,0.0,5340.33,0.0,5340.33
Clerk,4512.3,0.0,149.03,673.66,4661.33,0.0,5334.99
Senior Clerk,1715.3,0.0,0.0,3614.95,1715.3,0.0,5330.25
Recreation Leader,5298.31,0.0,27.25,0.0,5325.56,0.0,5325.56
Security Guard,5261.28,62.57,0.0,0.0,5323.85,0.0,5323.85
Camp Assistant,5317.72,0.0,0.0,0.0,5317.72,0.0,5317.72
Stationary Engineer,4584.0,0.0,0.0,719.23,4584.0,0.0,5303.23
Stationary Engineer,4584.0,0.0,0.0,716.2,4584.0,0.0,5300.2
Public Safetycomm Disp,4003.0,0.0,0.0,1288.58,4003.0,0.0,5291.58
Public Safetycomm Disp,4003.0,0.0,0.0,1288.58,4003.0,0.0,5291.58
Firefighter,3920.86,0.0,384.94,822.85,4305.8,162.63,5291.28
Camp Assistant,5288.96,0.0,0.0,0.0,5288.96,0.0,5288.96
Public Svc Aide-Public Works,5103.0,0.0,180.23,0.0,5283.23,0.0,5283.23
Senior Clerk,2853.43,0.0,1109.74,1318.32,3963.17,0.0,5281.49
Public Service Trainee,5280.0,0.0,0.0,0.0,5280.0,0.0,5280.0
Transit Operator,0.0,0.0,5275.03,0.0,5275.03,0.0,5275.03
Camp Assistant,5251.34,0.0,9.29,0.0,5260.63,0.0,5260.63
School Crossing Guard,5247.48,0.0,0.0,0.0,5247.48,0.0,5247.48
Public Service Trainee,5210.8,34.89,0.0,0.0,5245.69,0.0,5245.69
Public Service Trainee,5244.75,0.0,0.0,0.0,5244.75,0.0,5244.75
Camp Assistant,5227.98,0.0,0.0,0.0,5227.98,0.0,5227.98
Public Service Trainee,5224.5,0.0,0.0,0.0,5224.5,0.0,5224.5
Engineer,0.0,0.0,5222.18,0.0,5222.18,0.0,5222.18
Camp Assistant,5219.89,0.0,0.0,0.0,5219.89,0.0,5219.89
Ps Aide To Prof,5218.69,0.0,0.0,0.0,5218.69,0.0,5218.69
Recreation Leader,5203.27,0.0,0.0,0.0,5203.27,0.0,5203.27
Security Guard,5088.72,113.74,0.0,0.0,5202.46,0.0,5202.46
Is Programmer Analyst,3942.0,0.0,0.0,1254.9,3942.0,0.0,5196.9
Camp Assistant,5185.97,0.0,0.0,0.0,5185.97,0.0,5185.97
Transit Operator,3554.25,0.0,250.0,1378.89,3804.25,0.0,5183.14
Public Service Trainee,3061.26,0.0,147.25,1966.1,3208.51,0.0,5174.61
Stdntdsgn Train2/Arch/Eng/Plng,4004.0,0.0,1168.04,0.0,5172.04,0.0,5172.04
Swimming Instr/Pool Lifeguard,0.0,0.0,5165.64,0.0,5165.64,0.0,5165.64
Camp Assistant,5165.36,0.0,0.0,0.0,5165.36,0.0,5165.36
Public Svc Aide-Public Works,4983.65,0.0,180.61,0.0,5164.26,0.0,5164.26
Recreation Leader,5062.2,0.0,93.46,0.0,5155.66,0.0,5155.66
Swimming Instructor,3971.13,0.0,0.0,1183.41,3971.13,0.0,5154.54
Public Service Trainee,5139.83,0.0,0.0,0.0,5139.83,0.0,5139.83
Public Safetycomm Disp,3435.42,316.31,152.3,1234.4,3904.03,0.0,5138.43
Transit Supervisor,0.0,0.0,5138.09,0.0,5138.09,0.0,5138.09
Admission Attendant,5129.92,0.0,0.0,0.0,5129.92,0.0,5129.92
Camp Assistant,5122.87,0.0,0.0,0.0,5122.87,0.0,5122.87
Recreation Leader,5116.4,0.0,0.0,0.0,5116.4,0.0,5116.4
Testing Technician,5042.39,72.52,0.0,0.0,5114.91,0.0,5114.91
"Sr Marriage, Fam & Cld Cnslr",3084.39,0.0,1038.68,979.04,4123.07,0.0,5102.11
Forester,5092.54,0.0,0.0,0.0,5092.54,0.0,5092.54
Public Service Trainee,5090.01,0.0,1.54,0.0,5091.55,0.0,5091.55
Emt/Paramedic/Firefighter,3632.85,0.0,455.11,837.0,4087.96,165.43,5090.39
Police Officer 3,5086.9,0.0,0.0,0.0,5086.9,0.0,5086.9
Recreation Leader,5076.65,0.0,0.0,0.0,5076.65,0.0,5076.65
Employee Relations Representat,5076.0,0.0,0.0,0.0,5076.0,0.0,5076.0
Firefighter,3431.46,0.0,678.68,805.38,4110.14,159.18,5074.7
School Crossing Guard,5074.58,0.0,0.0,0.0,5074.58,0.0,5074.58
Public Service Trainee,5057.25,0.0,0.0,0.0,5057.25,0.0,5057.25
Camp Assistant,5051.23,0.0,0.0,0.0,5051.23,0.0,5051.23
Pool Lifeguard,5019.77,0.0,31.18,0.0,5050.95,0.0,5050.95
Public Service Trainee,5050.64,0.0,0.0,0.0,5050.64,0.0,5050.64
Camp Assistant,5040.03,0.0,0.0,0.0,5040.03,0.0,5040.03
Custodian,506.57,0.0,161.48,4366.33,668.05,0.0,5034.38
Senior Management Assistant,4350.0,0.0,0.0,682.52,4350.0,0.0,5032.52
Firefighter,3861.95,0.0,178.72,819.59,4040.67,161.99,5022.25
"Asst Clk, Board Of Supervisors",4341.0,0.0,0.0,681.1,4341.0,0.0,5022.1
Testing Technician,4915.93,105.91,0.0,0.0,5021.84,0.0,5021.84
Camp Assistant,5005.54,0.0,3.05,0.0,5008.59,0.0,5008.59
Planner 3,5003.0,0.0,0.0,0.0,5003.0,0.0,5003.0
Camp Assistant,4903.47,21.42,65.03,0.0,4989.92,0.0,4989.92
Recreation Leader,4802.0,0.0,185.22,0.0,4987.22,0.0,4987.22
Public Service Trainee,4979.31,0.0,0.0,0.0,4979.31,0.0,4979.31
Food Service Worker,1930.5,0.0,2645.24,399.4,4575.74,0.0,4975.14
Public Service Trainee,4972.99,0.0,0.0,0.0,4972.99,0.0,4972.99
Camp Assistant,4960.22,0.0,3.05,0.0,4963.27,0.0,4963.27
Nursing Assistant,0.0,0.0,4052.82,906.23,4052.82,0.0,4959.05
Gardener,3352.0,251.4,1347.1,0.0,4950.5,0.0,4950.5
School Crossing Guard,4948.51,0.0,0.0,0.0,4948.51,0.0,4948.51
Police Officer 3,4936.4,0.0,0.0,0.0,4936.4,0.0,4936.4
Public Service Trainee,4931.65,0.0,0.0,0.0,4931.65,0.0,4931.65
Recreation Leader,4697.73,0.0,228.8,0.0,4926.53,0.0,4926.53
Special Examiner,4921.3,0.0,0.0,0.0,4921.3,0.0,4921.3
Recreation Leader,4875.0,0.0,29.25,0.0,4904.25,0.0,4904.25
"Station Agent, Muni Railway",0.0,0.0,4900.8,0.0,4900.8,0.0,4900.8
Protective Services Worker,4898.17,0.0,0.0,0.0,4898.17,0.0,4898.17
Public Service Trainee,4885.14,0.0,0.0,0.0,4885.14,0.0,4885.14
Firefighter,3338.63,0.0,634.79,761.14,3973.42,150.44,4885.0
Camp Assistant,4874.63,0.0,6.09,0.0,4880.72,0.0,4880.72
School Crossing Guard,4873.32,0.0,0.0,0.0,4873.32,0.0,4873.32
Recreation Leader,4783.15,0.0,88.81,0.0,4871.96,0.0,4871.96
Camp Assistant,4870.55,0.0,0.0,0.0,4870.55,0.0,4870.55
Security Guard,4110.03,0.0,0.0,748.44,4110.03,0.0,4858.47
Transit Operator,4027.3,0.0,0.0,830.43,4027.3,0.0,4857.73
Parking Control Officer,3335.0,0.0,294.89,1224.52,3629.89,0.0,4854.41
Junior Engineer,4195.01,0.0,0.0,658.2,4195.01,0.0,4853.21
Registered Nurse,4846.02,0.0,0.0,0.0,4846.02,0.0,4846.02
Public Service Trainee,4837.5,0.0,0.0,0.0,4837.5,0.0,4837.5
Public Service Trainee,4837.5,0.0,0.0,0.0,4837.5,0.0,4837.5
Junior Clerk,4834.38,0.0,0.0,0.0,4834.38,0.0,4834.38
Public Svc Aide-Public Works,4807.68,0.0,23.42,0.0,4831.1,0.0,4831.1
Recreation Leader,4559.38,0.0,264.74,0.0,4824.12,0.0,4824.12
Police Officer 3,4816.48,0.0,0.0,0.0,4816.48,0.0,4816.48
Nurse Practitioner,4814.23,0.0,0.0,0.0,4814.23,0.0,4814.23
Pool Lifeguard,4774.39,0.0,39.1,0.0,4813.49,0.0,4813.49
Public Service Trainee,4808.77,0.0,0.0,0.0,4808.77,0.0,4808.77
Police Officer,3966.0,0.0,0.0,702.77,3966.0,138.9,4807.67
Gardener,4032.46,0.0,33.52,740.41,4065.98,0.0,4806.39
Public Service Trainee,4800.0,0.0,0.0,0.0,4800.0,0.0,4800.0
Sergeant 3,2664.05,0.0,1179.4,796.94,3843.45,157.51,4797.9
Administrative Analyst,4126.0,0.0,0.0,660.51,4126.0,0.0,4786.51
Recreation Leader,4625.94,0.0,156.61,0.0,4782.55,0.0,4782.55
Camp Assistant,4624.98,107.09,43.52,0.0,4775.59,0.0,4775.59
Clerk,4512.3,0.0,258.82,0.0,4771.12,0.0,4771.12
Admission Attendant,0.0,0.0,4765.9,0.0,4765.9,0.0,4765.9
Public Service Trainee,4762.5,0.0,0.0,0.0,4762.5,0.0,4762.5
Public Service Trainee,4758.75,0.0,0.0,0.0,4758.75,0.0,4758.75
Camp Assistant,4709.71,0.0,48.05,0.0,4757.76,0.0,4757.76
Camp Assistant,4749.49,0.0,3.05,0.0,4752.54,0.0,4752.54
Camp Assistant,4751.17,0.0,0.0,0.0,4751.17,0.0,4751.17
Firefighter,3918.05,0.0,0.0,694.28,3918.05,137.22,4749.55
Public Service Trainee,4728.93,0.0,20.17,0.0,4749.1,0.0,4749.1
Sr. Community Devl Spc 1,4105.0,0.0,0.0,644.07,4105.0,0.0,4749.07
Physician Assistant,2777.13,1201.64,763.71,0.0,4742.48,0.0,4742.48
Camp Assistant,4742.07,0.0,0.0,0.0,4742.07,0.0,4742.07
Public Service Trainee,4741.25,0.0,0.0,0.0,4741.25,0.0,4741.25
Health Care Billing Clerk 2,3526.0,0.0,0.0,1213.74,3526.0,0.0,4739.74
Hsa Sr Eligibility Worker,4003.5,0.0,0.0,729.03,4003.5,0.0,4732.53
Public Service Trainee,4725.0,0.0,0.0,0.0,4725.0,0.0,4725.0
Public Service Trainee,4725.0,0.0,0.0,0.0,4725.0,0.0,4725.0
Public Service Trainee,4722.5,0.0,0.0,0.0,4722.5,0.0,4722.5
Custodian,4701.93,0.0,16.94,0.0,4718.87,0.0,4718.87
Transit Operator,3207.33,0.0,263.73,1246.78,3471.06,0.0,4717.84
Public Svc Aide-Public Works,0.0,0.0,4717.3,0.0,4717.3,0.0,4717.3
Public Service Trainee,4693.89,0.0,22.54,0.0,4716.43,0.0,4716.43
Public Svc Aide-Public Works,4656.47,0.0,58.14,0.0,4714.61,0.0,4714.61
Public Service Trainee,4711.64,0.0,0.0,0.0,4711.64,0.0,4711.64
Recreation Leader,4575.45,0.0,134.98,0.0,4710.43,0.0,4710.43
Program Support Analyst,4706.0,0.0,0.0,0.0,4706.0,0.0,4706.0
Public Service Trainee,4687.5,0.0,17.04,0.0,4704.54,0.0,4704.54
Recreation Leader,4595.43,0.0,108.52,0.0,4703.95,0.0,4703.95
Public Service Trainee,4703.01,0.0,0.0,0.0,4703.01,0.0,4703.01
Physical Therapist,3944.63,0.0,750.0,0.0,4694.63,0.0,4694.63
Pre-Appren Automotive Mechanic,3331.8,0.0,0.0,1347.81,3331.8,0.0,4679.61
Recreation Leader,4673.88,0.0,0.0,0.0,4673.88,0.0,4673.88
"Lieutenant, Fire Suppression",3356.2,0.0,441.89,729.61,3798.09,144.21,4671.91
Transit Operator,1354.0,0.0,2786.28,525.29,4140.28,0.0,4665.57
Public Service Trainee,4647.5,0.0,0.0,0.0,4647.5,0.0,4647.5
Deputy Sheriff (Sfers),4645.82,0.0,0.0,0.0,4645.82,0.0,4645.82
School Crossing Guard,4644.8,0.0,0.0,0.0,4644.8,0.0,4644.8
Pool Lifeguard,4545.38,0.0,92.87,0.0,4638.25,0.0,4638.25
Camp Assistant,4631.43,0.0,0.0,0.0,4631.43,0.0,4631.43
Epidemiologist 1,3453.0,0.0,0.0,1178.18,3453.0,0.0,4631.18
Public Safetycomm Disp,4003.0,0.0,0.0,628.07,4003.0,0.0,4631.07
Public Safetycomm Disp,4003.0,0.0,0.0,628.07,4003.0,0.0,4631.07
Elections Clerk,4615.2,0.0,0.0,0.0,4615.2,0.0,4615.2
Public Service Trainee,4548.51,0.0,56.42,0.0,4604.93,0.0,4604.93
Recreation Leader,4533.83,0.0,69.17,0.0,4603.0,0.0,4603.0
Employee Relations Representat,4602.0,0.0,0.0,0.0,4602.0,0.0,4602.0
Public Service Trainee,4589.75,0.0,7.7,0.0,4597.45,0.0,4597.45
Camp Assistant,4595.53,0.0,1.56,0.0,4597.09,0.0,4597.09
"Battalion Chief, Fire Suppress",3117.0,0.0,533.73,788.92,3650.73,155.93,4595.58
Public Service Trainee,4593.75,0.0,0.0,0.0,4593.75,0.0,4593.75
Public Service Trainee,4593.25,0.0,0.0,0.0,4593.25,0.0,4593.25
Administrative Analyst,3929.0,0.0,0.0,660.51,3929.0,0.0,4589.51
Camp Assistant,4586.48,0.0,0.0,0.0,4586.48,0.0,4586.48
Hsa Social Worker,3405.15,0.0,0.0,1178.87,3405.15,0.0,4584.02
Admission Attendant,4576.9,0.0,0.0,0.0,4576.9,0.0,4576.9
Camp Assistant,4532.92,0.0,43.3,0.0,4576.22,0.0,4576.22
Public Service Trainee,4531.5,0.0,39.56,0.0,4571.06,0.0,4571.06
Manager Ii,4569.45,0.0,0.0,0.0,4569.45,0.0,4569.45
Commissioner No Benefits,4569.04,0.0,0.0,0.0,4569.04,0.0,4569.04
Senior Management Assistant,4568.0,0.0,0.0,0.0,4568.0,0.0,4568.0
Recreation Leader,4566.03,0.0,1.69,0.0,4567.72,0.0,4567.72
Pool Lifeguard,4494.11,0.0,70.42,0.0,4564.53,0.0,4564.53
Public Service Trainee,3240.0,0.0,0.0,1321.01,3240.0,0.0,4561.01
Registered Nurse,69.2,0.0,1442.42,3046.25,1511.62,0.0,4557.87
Public Service Trainee,4548.75,0.0,6.16,0.0,4554.91,0.0,4554.91
Public Service Aide-Admin,3891.67,0.0,660.62,0.0,4552.29,0.0,4552.29
Public Service Trainee,4551.25,0.0,0.0,0.0,4551.25,0.0,4551.25
Stdntdsgn Train2/Arch/Eng/Plng,4290.0,0.0,0.0,260.4,4290.0,0.0,4550.4
Special Nurse,4453.2,0.0,92.78,0.0,4545.98,0.0,4545.98
"Commissioner 16.700C, No Pay",4495.0,0.0,50.82,0.0,4545.82,0.0,4545.82
Administrative Analyst,3929.0,0.0,0.0,616.46,3929.0,0.0,4545.46
"Lieutenant, Fire Suppression",3154.53,0.0,540.05,709.73,3694.58,140.28,4544.59
Public Service Trainee,4538.23,0.0,0.0,0.0,4538.23,0.0,4538.23
Clerk,4512.3,0.0,0.0,0.0,4512.3,0.0,4512.3
Transit Operator,3123.0,0.0,270.02,1117.14,3393.02,0.0,4510.16
Recreation Leader,4499.71,0.0,6.42,0.0,4506.13,0.0,4506.13
Public Service Trainee,4505.25,0.0,0.0,0.0,4505.25,0.0,4505.25
Public Service Trainee,3199.5,0.0,0.0,1304.51,3199.5,0.0,4504.01
Public Service Trainee,4500.33,0.0,0.0,0.0,4500.33,0.0,4500.33
Public Service Trainee,4497.5,0.0,0.0,0.0,4497.5,0.0,4497.5
Public Service Trainee,4486.61,0.0,0.0,0.0,4486.61,0.0,4486.61
Recreation Leader,4195.53,0.0,290.68,0.0,4486.21,0.0,4486.21
Police Officer 3,3628.0,0.0,0.0,714.35,3628.0,141.19,4483.54
Public Service Trainee,4475.25,0.0,0.0,0.0,4475.25,0.0,4475.25
Public Svc Aide-Public Works,2712.5,0.0,75.56,1686.28,2788.06,0.0,4474.34
Public Service Trainee,4464.88,0.0,9.16,0.0,4474.04,0.0,4474.04
Clerk,4468.91,0.0,0.0,0.0,4468.91,0.0,4468.91
Public Service Trainee,4467.66,0.0,0.0,0.0,4467.66,0.0,4467.66
Public Service Trainee,4467.66,0.0,0.0,0.0,4467.66,0.0,4467.66
Public Service Trainee,3153.18,0.0,0.0,1310.7,3153.18,0.0,4463.88
Public Service Trainee,4462.5,0.0,0.0,0.0,4462.5,0.0,4462.5
Public Service Trainee,4408.41,0.0,52.3,0.0,4460.71,0.0,4460.71
Emt Paramedic,0.0,0.0,4459.94,0.0,4459.94,0.0,4459.94
Public Service Trainee,4457.0,0.0,0.0,0.0,4457.0,0.0,4457.0
Camp Assistant,4451.04,0.0,0.0,0.0,4451.04,0.0,4451.04
Pool Lifeguard,4385.46,0.0,63.59,0.0,4449.05,0.0,4449.05
Public Service Trainee,4449.01,0.0,0.0,0.0,4449.01,0.0,4449.01
Public Service Trainee,4448.71,0.0,0.0,0.0,4448.71,0.0,4448.71
Museum Preparator,4444.2,0.0,0.0,0.0,4444.2,0.0,4444.2
Transit Fare Inspector,3471.0,66.91,361.54,544.6,3899.45,0.0,4444.05
Public Service Trainee,4443.75,0.0,0.0,0.0,4443.75,0.0,4443.75
Public Service Trainee,4443.75,0.0,0.0,0.0,4443.75,0.0,4443.75
Public Information Officer,3806.0,0.0,0.0,636.4,3806.0,0.0,4442.4
Physical Therapist,4441.98,0.0,0.0,0.0,4441.98,0.0,4441.98
Senior Personnel Clerk,4440.85,0.0,0.0,0.0,4440.85,0.0,4440.85
Camp Assistant,4439.89,0.0,0.0,0.0,4439.89,0.0,4439.89
Camp Assistant,4436.93,0.0,0.0,0.0,4436.93,0.0,4436.93
Public Service Trainee,4436.25,0.0,0.0,0.0,4436.25,0.0,4436.25
Public Service Trainee,4433.25,0.0,0.0,0.0,4433.25,0.0,4433.25
Secretary 2,0.0,0.0,4431.43,0.0,4431.43,0.0,4431.43
